rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,week
148,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,29,146,113,5200314,8/1/2019
103,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,21,148,16,6886651,7/18/2019
148,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,21,189,15,5201171,7/11/2019
189,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,21,173,14,4548717,7/4/2019
92,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,21,103,17,6955529,7/25/2019
97,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,21,92,18,6642426,8/1/2019
91,spotify:track:2gTdDMpNxIRFSiu7HutMCg,Machine Gun Kelly,I Think Im OKAY with YUNGBLUD and Travis Barker,76,76,4,7571305,7/18/2019
76,spotify:track:2gTdDMpNxIRFSiu7HutMCg,Machine Gun Kelly,I Think Im OKAY with YUNGBLUD and Travis Barker,76,172,3,7930464,7/11/2019
172,spotify:track:6bWBLZLBRQEJ5KsLicouNB,Machine Gun Kelly,I Think Im OKAY with YUNGBLUD and Travis Barker,162,162,2,4816854,7/4/2019
101,spotify:track:2gTdDMpNxIRFSiu7HutMCg,Machine Gun Kelly,I Think Im OKAY with YUNGBLUD and Travis Barker,76,91,5,6695631,7/25/2019
118,spotify:track:2gTdDMpNxIRFSiu7HutMCg,Machine Gun Kelly,I Think Im OKAY with YUNGBLUD and Travis Barker,76,101,6,5870095,8/1/2019
157,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,67,157,39,5084033,7/18/2019
157,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,67,171,38,4995603,7/11/2019
171,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,67,158,37,4832753,7/4/2019
177,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,67,157,40,4681645,7/25/2019
181,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,67,177,41,4575071,8/1/2019
23,spotify:track:6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Cant Have You,4,20,11,14615671,7/18/2019
20,spotify:track:6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Cant Have You,4,13,10,15480398,7/11/2019
13,spotify:track:6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Cant Have You,4,11,9,17718910,7/4/2019
26,spotify:track:6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Cant Have You,4,23,12,13712369,7/25/2019
27,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Cant Have You,4,26,13,13101219,8/1/2019
102,spotify:track:4R9ATNRRl1uth17i5qDCc0,Bazzi,IFLY,102,-1,1,6684078,7/25/2019
88,spotify:track:4R9ATNRRl1uth17i5qDCc0,Bazzi,IFLY,88,102,2,6955648,8/1/2019
107,spotify:track:7COXchtUOMd6uIT6HvmRaI,Lauv,im so tired,18,88,25,6808023,7/18/2019
88,spotify:track:7COXchtUOMd6uIT6HvmRaI,Lauv,im so tired,18,80,24,7300316,7/11/2019
80,spotify:track:7COXchtUOMd6uIT6HvmRaI,Lauv,im so tired,18,69,23,7757429,7/4/2019
111,spotify:track:7COXchtUOMd6uIT6HvmRaI,Lauv,im so tired,18,107,26,6343854,7/25/2019
109,spotify:track:7COXchtUOMd6uIT6HvmRaI,Lauv,im so tired,18,111,27,6131779,8/1/2019
197,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,124,195,50,4386935,7/11/2019
195,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,124,197,49,4469522,7/4/2019
200,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,124,-1,51,4365850,8/1/2019
199,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,Drake,In My Feelings,1,184,52,4432703,7/4/2019
126,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,6,119,54,5943780,7/18/2019
119,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,6,123,53,5887861,7/11/2019
123,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,6,114,52,5903897,7/4/2019
127,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,6,126,55,5845698,7/25/2019
127,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,6,127,56,5624781,8/1/2019
139,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas and Like Mike,Instagram,139,-1,1,5422516,7/11/2019
147,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas and Like Mike,Instagram,139,172,3,5279465,7/25/2019
113,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas and Like Mike,Instagram,113,147,4,5981381,8/1/2019
172,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas and Like Mike,Instagram,139,139,2,4856495,7/18/2019
36,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Its You,29,29,5,12310004,7/18/2019
29,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Its You,29,32,4,12616875,7/11/2019
32,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Its You,32,52,3,13084417,7/4/2019
30,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Its You,29,36,6,12680162,7/25/2019
31,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Its You,29,30,7,12319301,8/1/2019
181,spotify:track:5opjywL6TBjJRF22TcFDMo,Loredana,Jetzt rufst du an,117,117,2,4694104,7/18/2019
117,spotify:track:5opjywL6TBjJRF22TcFDMo,Loredana,Jetzt rufst du an,117,-1,1,6003625,7/11/2019
167,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,156,99,4915520,7/18/2019
156,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,152,98,5027266,7/11/2019
152,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,128,97,5228353,7/4/2019
173,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,167,100,4750596,7/25/2019
175,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,173,101,4647842,8/1/2019
193,spotify:track:0k664IuFwVP557Gnx7RhIl,Lizzo,Juice,155,178,8,4410661,7/11/2019
178,spotify:track:0k664IuFwVP557Gnx7RhIl,Lizzo,Juice,155,189,7,4686743,7/4/2019
137,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,5,116,15,5654065,7/18/2019
116,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,5,110,14,6015879,7/11/2019
110,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,5,102,13,6316489,7/4/2019
149,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,5,137,16,5274873,7/25/2019
155,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,5,149,17,4978179,8/1/2019
123,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,Mau y Ricky,La Boca,121,121,7,6098459,7/18/2019
121,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,Mau y Ricky,La Boca,121,143,6,5824394,7/11/2019
143,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,Mau y Ricky,La Boca,137,137,5,5391390,7/4/2019
124,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,Mau y Ricky,La Boca,121,123,8,5876196,7/25/2019
178,spotify:track:2EEmzqzM70CybVspgM7YRT,Mau y Ricky,La Boca Remix,178,-1,1,4605291,8/1/2019
26,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,20,23,3,14336955,7/18/2019
23,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,20,20,2,14107963,7/11/2019
20,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,20,-1,1,15541374,7/4/2019
23,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,20,26,4,14524819,7/25/2019
18,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,18,23,5,15907445,8/1/2019
35,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,35,36,4,12567037,7/18/2019
36,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,36,55,3,11359898,7/11/2019
55,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,55,74,2,9797574,7/4/2019
24,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,24,35,5,14351284,7/25/2019
20,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,20,24,6,15710444,8/1/2019
167,spotify:track:3EtyEzMpfKSaoVhPunvbRV,NF,Leave Me Alone,167,-1,1,4754698,8/1/2019
109,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,27,100,32,6633481,7/18/2019
100,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,27,104,31,6594514,7/11/2019
104,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,27,88,30,6549879,7/4/2019
109,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,27,109,33,6361328,7/25/2019
106,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,27,109,34,6216641,8/1/2019
17,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,DJ Snake,Loco Contigo feat J Balvin and Tyga,17,17,5,17353639,7/18/2019
17,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,DJ Snake,Loco Contigo feat J Balvin and Tyga,17,24,4,16356605,7/11/2019
24,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,DJ Snake,Loco Contigo feat J Balvin and Tyga,24,30,3,14538834,7/4/2019
10,spotify:track:1fBXSMOusjaj7GjzErHmUI,DJ Snake,Loco Contigo feat J Balvin and Tyga,10,17,6,18602563,7/25/2019
12,spotify:track:6osaMSJh9NguagEDQcZaKx,DJ Snake,Loco Contigo feat J Balvin and Tyga,10,10,7,18334846,8/1/2019
200,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,20,171,30,4465519,7/18/2019
171,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,20,166,29,4694659,7/11/2019
166,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,20,143,28,4896167,7/4/2019
177,spotify:track:79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,23,170,38,4764755,7/18/2019
170,spotify:track:79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,23,170,37,4696587,7/11/2019
170,spotify:track:79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,23,154,36,4842930,7/4/2019
180,spotify:track:79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,23,177,39,4625512,7/25/2019
180,spotify:track:79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,23,180,40,4579506,8/1/2019
60,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,57,65,8984984,7/18/2019
57,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,61,64,8940964,7/11/2019
61,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,58,63,9175798,7/4/2019
60,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,60,66,8481265,7/25/2019
62,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,60,67,8200036,8/1/2019
127,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,115,62,5943429,7/18/2019
115,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,113,61,6031064,7/11/2019
113,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,99,60,6273504,7/4/2019
123,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,127,63,5883154,7/25/2019
122,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,123,64,5766429,8/1/2019
81,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love,54,62,6,8026940,7/18/2019
62,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love,54,54,5,8797317,7/11/2019
54,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love,54,66,4,9823977,7/4/2019
72,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love,54,81,7,7713393,7/25/2019
86,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love,54,72,8,6968362,8/1/2019
160,spotify:track:28fRkU3vhqAJdl9i9458pQ,MACHETE,MARYLEAN feat Marracash prod Low Kidd,160,-1,1,4939508,7/11/2019
77,spotify:track:4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,2,63,12,8134979,7/18/2019
63,spotify:track:4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,2,52,11,8763880,7/11/2019
52,spotify:track:4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,2,46,10,9893021,7/4/2019
64,spotify:track:4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,2,77,13,8047569,7/25/2019
71,spotify:track:4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,2,64,14,7559408,8/1/2019
186,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,Nicki Minaj,MEGATRON,80,153,3,4502811,7/11/2019
153,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,Nicki Minaj,MEGATRON,80,80,2,5225385,7/4/2019
139,spotify:track:3loy88Lp5qoTHhL8GhRfVZ,Norm Ender,Mekanın Sahibi,139,-1,1,5482090,7/25/2019
165,spotify:track:3loy88Lp5qoTHhL8GhRfVZ,Norm Ender,Mekanın Sahibi,139,139,2,4766769,8/1/2019
129,spotify:track:116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA feat Drake,1,113,40,5918960,7/18/2019
113,spotify:track:116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA feat Drake,1,106,39,6098436,7/11/2019
106,spotify:track:116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA feat Drake,1,90,38,6457165,7/4/2019
130,spotify:track:116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA feat Drake,1,129,41,5772328,7/25/2019
125,spotify:track:116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA feat Drake,1,130,42,5677653,8/1/2019
106,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J Cole,MIDDLE CHILD,2,79,26,6816776,7/18/2019
79,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J Cole,MIDDLE CHILD,2,97,25,7754745,7/11/2019
97,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J Cole,MIDDLE CHILD,2,84,24,6849921,7/4/2019
108,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J Cole,MIDDLE CHILD,2,106,27,6401526,7/25/2019
110,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J Cole,MIDDLE CHILD,2,108,28,6049814,8/1/2019
162,spotify:track:2K3bjojp1sCLdMMoO5lJ2p,ROSALIA,Milionaria,162,-1,1,4923311,7/11/2019
185,spotify:track:71pEiUWwfDFiRO6RmFpnBf,J Balvin,MOJAITA,79,79,2,4512812,7/11/2019
79,spotify:track:71pEiUWwfDFiRO6RmFpnBf,J Balvin,MOJAITA,79,-1,1,7771683,7/4/2019
12,spotify:track:5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave Drake ft Rick Ross,5,10,5,19087459,7/18/2019
10,spotify:track:5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave Drake ft Rick Ross,5,6,4,19853305,7/11/2019
6,spotify:track:5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave Drake ft Rick Ross,5,5,3,22641037,7/4/2019
15,spotify:track:5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave Drake ft Rick Ross,5,12,6,17517483,7/25/2019
14,spotify:track:5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave Drake ft Rick Ross,5,15,7,16587686,8/1/2019
62,spotify:track:7oqftogUN82Q7VNy2TmTJW,Beyonce,MOOD 4 EVA feat Oumou Sangaré,62,-1,1,8226052,7/25/2019
192,spotify:track:7oqftogUN82Q7VNy2TmTJW,Beyonce,MOOD 4 EVA feat Oumou Sangaré,62,62,2,4425232,8/1/2019
143,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,133,70,5445400,7/18/2019
133,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,124,69,5533297,7/11/2019
124,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,112,68,5831760,7/4/2019
152,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,143,71,5268846,7/25/2019
150,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,152,72,5075179,8/1/2019
79,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mothers Daughter,18,58,7,8097933,7/18/2019
58,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mothers Daughter,18,74,6,8908002,7/11/2019
74,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mothers Daughter,18,65,5,8008859,7/4/2019
86,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mothers Daughter,18,79,8,7192936,7/25/2019
138,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mothers Daughter,18,86,9,5321690,8/1/2019
190,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,The Killers,Mr Brightside,148,182,37,4452265,7/11/2019
182,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,The Killers,Mr Brightside,148,-1,36,4632725,7/4/2019
163,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind,19,155,22,4951731,7/18/2019
155,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind,19,141,21,5034491,7/11/2019
141,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind,19,123,20,5409854,7/4/2019
169,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind,19,163,23,4794615,7/25/2019
173,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind,19,169,24,4669196,8/1/2019
159,spotify:track:3GmfHF5RUe6r5C9UbvIXQp,KC Rebell,Neptun,159,-1,1,4956887,7/25/2019
27,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,10,18,7,13644041,7/18/2019
18,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,10,12,6,15906331,7/11/2019
12,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,10,10,5,17767690,7/4/2019
32,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,10,27,8,12256490,7/25/2019
34,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,10,32,9,11555050,8/1/2019
48,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance feat Drake,11,43,6,10617969,7/18/2019
43,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance feat Drake,11,29,5,10586229,7/11/2019
29,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance feat Drake,11,21,4,13609430,7/4/2019
48,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance feat Drake,11,48,7,9799641,7/25/2019
28,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance feat Drake,11,48,8,12906809,8/1/2019
30,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,28,28,8,13436963,7/18/2019
28,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,28,34,7,13021785,7/11/2019
34,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,34,34,6,12780397,7/4/2019
27,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,27,30,9,13531879,7/25/2019
24,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,24,27,10,14182048,8/1/2019
42,spotify:track:2qRN7PWiHRLprw4FpDeI9N,Ed Sheeran,Nothing On You feat Paulo Londra and Dave,42,-1,1,11553707,7/18/2019
110,spotify:track:2qRN7PWiHRLprw4FpDeI9N,Ed Sheeran,Nothing On You feat Paulo Londra and Dave,42,42,2,6351719,7/25/2019
179,spotify:track:2qRN7PWiHRLprw4FpDeI9N,Ed Sheeran,Nothing On You feat Paulo Londra and Dave,42,110,3,4583385,8/1/2019
187,spotify:track:7HCTUZPqclRvsiefXWwyFz,Ufo361,Nummer,187,-1,1,4462744,8/1/2019
179,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,108,174,42,4756506,7/18/2019
174,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,108,176,41,4633621,7/11/2019
176,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,108,172,40,4693565,7/4/2019
190,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,108,179,43,4524679,7/25/2019
190,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,108,190,44,4438111,8/1/2019
147,spotify:track:7alOsNr36sJ8CyOEP4aILq,J Balvin,ODIO,147,-1,1,5355710,7/4/2019
197,spotify:track:5b195aHKKd6oTr4f7DoRCo,MERO,Olabilir,57,113,3,4450008,7/4/2019
38,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,3,26,19,12230013,7/18/2019
26,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,3,19,18,13690672,7/11/2019
19,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,3,15,17,15590211,7/4/2019
40,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,3,38,20,11144701,7/25/2019
112,spotify:track:0F7FA14euOIX8KcbEturGH,Lil Nas X,Old Town Road,3,40,21,6014526,8/1/2019
48,spotify:track:6woeVu3fVMflqen1t4N6pg,Lil Nas X,Old Town Road feat RM of BTS Seoul Town Road Remix,48,-1,1,9920697,8/1/2019
6,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road Remix,2,6,15,26270757,7/18/2019
68,spotify:track:6jmZlyf9DxcIoRrjw02YXm,Lil Nas X,Old Town Road Remix,68,-1,1,8544359,7/18/2019
6,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road Remix,2,5,14,29789948,7/11/2019
5,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road Remix,2,4,13,32776177,7/4/2019
5,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road Remix,2,6,16,24682240,7/25/2019
91,spotify:track:6jmZlyf9DxcIoRrjw02YXm,Lil Nas X,Old Town Road Remix,68,68,2,6980925,7/25/2019
6,spotify:track:2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road Remix,2,5,17,23053809,8/1/2019
74,spotify:track:56JyMaElW79S7TDWh1Zw1m,Ashley O,On A Roll,53,53,4,8186852,7/18/2019
53,spotify:track:56JyMaElW79S7TDWh1Zw1m,Ashley O,On A Roll,53,60,3,9296717,7/11/2019
60,spotify:track:56JyMaElW79S7TDWh1Zw1m,Ashley O,On A Roll,60,115,2,9421329,7/4/2019
80,spotify:track:56JyMaElW79S7TDWh1Zw1m,Ashley O,On A Roll,53,74,5,7362821,7/25/2019
107,spotify:track:56JyMaElW79S7TDWh1Zw1m,Ashley O,On A Roll,53,80,6,6178610,8/1/2019
130,spotify:track:4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,39,111,17,5911812,7/18/2019
111,spotify:track:4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,39,108,16,6169885,7/11/2019
108,spotify:track:4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,39,101,15,6395515,7/4/2019
133,spotify:track:4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,39,130,18,5702236,7/25/2019
132,spotify:track:4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,39,133,19,5484105,8/1/2019
102,spotify:track:554Ip3S1rbeES9TNWXGoK1,Shirin David,ON OFF feat Maître Gims,102,-1,1,6568819,7/4/2019
189,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss with Dua Lipa,2,178,67,4577013,7/18/2019
178,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss with Dua Lipa,2,174,66,4589392,7/11/2019
174,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss with Dua Lipa,2,161,65,4755866,7/4/2019
188,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss with Dua Lipa,2,189,68,4546553,7/25/2019
197,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss with Dua Lipa,2,188,69,4382056,8/1/2019
37,spotify:track:4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,30,30,4,12285586,7/18/2019
30,spotify:track:4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,30,37,3,12498236,7/11/2019
37,spotify:track:4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,36,36,2,12209880,7/4/2019
35,spotify:track:4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,30,37,5,11885029,7/25/2019
38,spotify:track:4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,30,35,6,10948858,8/1/2019
78,spotify:track:0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human,31,61,6,8113713,7/18/2019
