rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,week
40,spotify:track:5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,10,39,9,11723490,7/7/2022
44,spotify:track:5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,10,40,10,10962117,7/14/2022
63,spotify:track:5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,10,54,12,9526599,7/28/2022
132,spotify:track:18HOjcvTVV7W8YzBuOsAPS,Bad Bunny,Un Verano Sin Ti,20,124,9,6627822,7/7/2022
161,spotify:track:18HOjcvTVV7W8YzBuOsAPS,Bad Bunny,Un Verano Sin Ti,20,132,10,6253523,7/14/2022
37,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellin,9,34,19,12233289,7/7/2022
34,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellin,9,37,20,12071466,7/14/2022
39,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellin,9,33,22,11619801,7/28/2022
94,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,94,-1,1,7574368,7/28/2022
152,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,107,151,21,6284395,7/7/2022
162,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,107,152,22,6251829,7/14/2022
158,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,107,168,24,6265138,7/28/2022
33,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,30,32,9,12573215,7/7/2022
31,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,30,33,10,12634834,7/14/2022
36,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,30,32,12,12153520,7/28/2022
27,spotify:track:0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas From the Original Motion Picture Soundtrack ELVIS,27,31,5,13545444,7/7/2022
26,spotify:track:0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas From the Original Motion Picture Soundtrack ELVIS,26,27,6,13499216,7/14/2022
31,spotify:track:0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas From the Original Motion Picture Soundtrack ELVIS,26,26,8,12795914,7/28/2022
97,spotify:track:4hceSKjrkDTO0nMKFcb3sj,Bizarrap,Villano Antillano Bzrp Music Sessions Vol 51,88,90,4,7556302,7/7/2022
54,spotify:track:4hceSKjrkDTO0nMKFcb3sj,Bizarrap,Villano Antillano Bzrp Music Sessions Vol 51,54,97,5,9730344,7/14/2022
45,spotify:track:4hceSKjrkDTO0nMKFcb3sj,Bizarrap,Villano Antillano Bzrp Music Sessions Vol 51,45,47,7,11083217,7/28/2022
87,spotify:track:0y60itmpH0aPKsFiGxmtnh,WILLOW,Wait a Minute,28,75,16,7915844,7/7/2022
92,spotify:track:0y60itmpH0aPKsFiGxmtnh,WILLOW,Wait a Minute,28,87,17,7793009,7/14/2022
117,spotify:track:0y60itmpH0aPKsFiGxmtnh,WILLOW,Wait a Minute,28,103,19,7104680,7/28/2022
47,spotify:track:59nOXPmaKlBfGMDeOVGrIK,Future,WAIT FOR U feat Drake and Tems,10,37,10,10853786,7/7/2022
45,spotify:track:59nOXPmaKlBfGMDeOVGrIK,Future,WAIT FOR U feat Drake and Tems,10,47,11,10767760,7/14/2022
59,spotify:track:59nOXPmaKlBfGMDeOVGrIK,Future,WAIT FOR U feat Drake and Tems,10,57,13,9757770,7/28/2022
184,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,13,195,82,5683662,7/7/2022
192,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,13,184,83,5662493,7/14/2022
192,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,13,189,85,5802281,7/28/2022
50,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,50,138,10439034,7/7/2022
48,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,50,139,10476053,7/14/2022
58,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,55,141,9854454,7/28/2022
44,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,18,42,44,11209423,7/7/2022
39,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,18,44,45,11442395,7/14/2022
49,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,18,38,47,10777409,7/28/2022
110,spotify:track:3sa06xVNmLLYIxdNNmVQN8,Jax Jones,Where Did You Go feat MNEK,107,107,12,7219465,7/7/2022
103,spotify:track:3sa06xVNmLLYIxdNNmVQN8,Jax Jones,Where Did You Go feat MNEK,103,110,13,7444100,7/14/2022
163,spotify:track:3sa06xVNmLLYIxdNNmVQN8,Jax Jones,Where Did You Go feat MNEK,103,135,15,6231307,7/28/2022
101,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,101,41,7404503,7/7/2022
105,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,101,42,7370646,7/14/2022
95,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,107,44,7563919,7/28/2022
38,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,6,33,52,11816906,7/7/2022
40,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,6,38,53,11282964,7/14/2022
56,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,6,45,55,10359566,7/28/2022
137,spotify:track:48AJSd42lXpicsGqcgopof,Daddy Yankee,X ULTIMA VEZ,18,126,15,6495772,7/7/2022
163,spotify:track:48AJSd42lXpicsGqcgopof,Daddy Yankee,X ULTIMA VEZ,18,137,16,6246991,7/14/2022
172,spotify:track:48AJSd42lXpicsGqcgopof,Daddy Yankee,X ULTIMA VEZ,18,170,18,6092390,7/28/2022
116,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,58,122,81,6980734,7/7/2022
114,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,58,116,82,7181441,7/14/2022
111,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,58,111,84,7203453,7/28/2022
34,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,7,24,4,12487314,7/7/2022
62,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,7,34,5,9105031,7/14/2022
157,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,7,88,7,6270194,7/28/2022
62,spotify:track:5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,11,59,9,9086370,7/7/2022
68,spotify:track:5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,11,62,10,8439739,7/14/2022
106,spotify:track:5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,11,92,12,7289493,7/28/2022
136,spotify:track:5gflgO9EPbIBf16n5TKnQS,Zion and Lennox,Yo Voy feat Daddy Yankee,59,130,20,6591167,7/7/2022
136,spotify:track:5gflgO9EPbIBf16n5TKnQS,Zion and Lennox,Yo Voy feat Daddy Yankee,59,136,21,6550814,7/14/2022
189,spotify:track:5gflgO9EPbIBf16n5TKnQS,Zion and Lennox,Yo Voy feat Daddy Yankee,59,160,23,5902018,7/28/2022
86,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,3,92,57,7939676,7/7/2022
95,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,3,86,58,7725632,7/14/2022
104,spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,3,106,60,7343230,7/28/2022
99,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,Jhay Cortez,COMO SE SIENTE Remix,63,87,9,6693134,7/9/2020
106,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,Jhay Cortez,COMO SE SIENTE Remix,63,111,11,6576568,7/23/2020
122,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,Jhay Cortez,COMO SE SIENTE Remix,63,106,12,6367334,7/30/2020
122,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,Jhay Cortez,COMO SE SIENTE Remix,63,106,12,6367334,7/30/2020
9,spotify:track:2fZTS0VboxRpF0FdfY7E5P,Juice WRLD,Conversations,9,-1,1,21350095,7/16/2020
35,spotify:track:2fZTS0VboxRpF0FdfY7E5P,Juice WRLD,Conversations,9,9,2,12521962,7/23/2020
61,spotify:track:2fZTS0VboxRpF0FdfY7E5P,Juice WRLD,Conversations,9,35,3,9746233,7/30/2020
61,spotify:track:2fZTS0VboxRpF0FdfY7E5P,Juice WRLD,Conversations,9,35,3,9746233,7/30/2020
88,spotify:track:3eV2WT9YhfzkxbufnBF8wK,Pop Smoke,Creature feat Swae Lee,88,-1,1,7308690,7/9/2020
17,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,1,11,52,17926552,7/16/2020
11,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,1,10,51,19003735,7/9/2020
12,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,1,17,53,17801773,7/23/2020
22,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,1,12,54,16687895,7/30/2020
22,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,1,12,54,16687895,7/30/2020
12,spotify:track:7eJMfftS33KTjuF7lTsMCx,Powfu,death bed coffee for your head,4,7,22,19318965,7/16/2020
7,spotify:track:7eJMfftS33KTjuF7lTsMCx,Powfu,death bed coffee for your head,4,7,21,20943981,7/9/2020
10,spotify:track:7eJMfftS33KTjuF7lTsMCx,Powfu,death bed coffee for your head,4,12,23,18826393,7/23/2020
21,spotify:track:7eJMfftS33KTjuF7lTsMCx,Powfu,death bed coffee for your head,4,10,24,17287828,7/30/2020
21,spotify:track:7eJMfftS33KTjuF7lTsMCx,Powfu,death bed coffee for your head,4,10,24,17287828,7/30/2020
147,spotify:track:2AlYncTpVHKwHb55F9lF6O,Sleepy Hallow,Deep End Freestyle,72,107,8,5280810,7/9/2020
134,spotify:track:4zGtfOglDBfVUypabBwIjQ,ZAAC,Desce Pro Play PA PA PA,112,112,3,5771545,7/16/2020
112,spotify:track:4zGtfOglDBfVUypabBwIjQ,ZAAC,Desce Pro Play PA PA PA,112,119,2,6241031,7/9/2020
137,spotify:track:4zGtfOglDBfVUypabBwIjQ,ZAAC,Desce Pro Play PA PA PA,112,134,4,5507068,7/23/2020
154,spotify:track:4zGtfOglDBfVUypabBwIjQ,ZAAC,Desce Pro Play PA PA PA,112,137,5,5355597,7/30/2020
154,spotify:track:4zGtfOglDBfVUypabBwIjQ,ZAAC,Desce Pro Play PA PA PA,112,137,5,5355597,7/30/2020
76,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,40,40,18,8585457,7/16/2020
40,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,40,131,17,10897700,7/9/2020
69,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,40,76,19,8484133,7/23/2020
85,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,40,69,20,8106666,7/30/2020
85,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,40,69,20,8106666,7/30/2020
166,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,49,156,22,4932813,7/16/2020
156,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,49,136,21,4956726,7/9/2020
165,spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,49,166,23,4868180,7/23/2020
66,spotify:track:6AzKhCHOms83jvNVLsz0Bt,Aya Nakamura,Djadja feat Maluma Remix,66,92,3,9219142,7/16/2020
92,spotify:track:6AzKhCHOms83jvNVLsz0Bt,Aya Nakamura,Djadja feat Maluma Remix,92,104,2,7176516,7/9/2020
45,spotify:track:6AzKhCHOms83jvNVLsz0Bt,Aya Nakamura,Djadja feat Maluma Remix,45,66,4,10742845,7/23/2020
54,spotify:track:6AzKhCHOms83jvNVLsz0Bt,Aya Nakamura,Djadja feat Maluma Remix,45,45,5,10917453,7/30/2020
54,spotify:track:6AzKhCHOms83jvNVLsz0Bt,Aya Nakamura,Djadja feat Maluma Remix,45,45,5,10917453,7/30/2020
144,spotify:track:3nS9a01VvXHQriLqJYwRqG,Gunna,DOLLAZ ON MY HEAD feat Young Thug,69,149,8,5454298,7/16/2020
149,spotify:track:3nS9a01VvXHQriLqJYwRqG,Gunna,DOLLAZ ON MY HEAD feat Young Thug,69,130,7,5176972,7/9/2020
131,spotify:track:3nS9a01VvXHQriLqJYwRqG,Gunna,DOLLAZ ON MY HEAD feat Young Thug,69,144,9,5646924,7/23/2020
132,spotify:track:3nS9a01VvXHQriLqJYwRqG,Gunna,DOLLAZ ON MY HEAD feat Young Thug,69,131,10,6018260,7/30/2020
132,spotify:track:3nS9a01VvXHQriLqJYwRqG,Gunna,DOLLAZ ON MY HEAD feat Young Thug,69,131,10,6018260,7/30/2020
21,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Dont Start Now,2,14,37,16617178,7/16/2020
14,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Dont Start Now,2,12,36,17648641,7/9/2020
20,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Dont Start Now,2,21,38,15509854,7/23/2020
35,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Dont Start Now,2,20,39,14454799,7/30/2020
35,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Dont Start Now,2,20,39,14454799,7/30/2020
199,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Journey,Dont Stop Believin,185,-1,9,4394985,7/9/2020
186,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now Remastered 2011,51,187,65,4505582,7/9/2020
158,spotify:track:4JB0EAT4BkLShTyTt50FmO,Ty Dolla Sign,Ego Death feat Kanye West FKA twigs and Skrillex,86,122,4,5208709,7/30/2020
86,spotify:track:4JB0EAT4BkLShTyTt50FmO,Ty Dolla Sign,Ego Death feat Kanye West FKA twigs and Skrillex,86,-1,1,7357022,7/9/2020
122,spotify:track:4JB0EAT4BkLShTyTt50FmO,Ty Dolla Sign,Ego Death feat Kanye West FKA twigs and Skrillex,86,122,3,5826947,7/23/2020
158,spotify:track:4JB0EAT4BkLShTyTt50FmO,Ty Dolla Sign,Ego Death feat Kanye West FKA twigs and Skrillex,86,122,4,5208709,7/30/2020
122,spotify:track:4JB0EAT4BkLShTyTt50FmO,Ty Dolla Sign,Ego Death feat Kanye West FKA twigs and Skrillex,86,86,2,6245036,7/16/2020
143,spotify:track:4SJHHpKhcuXwDsCsPqshXj,Rauw Alejandro,El Efecto,100,134,10,5494828,7/16/2020
134,spotify:track:4SJHHpKhcuXwDsCsPqshXj,Rauw Alejandro,El Efecto,100,118,9,5495415,7/9/2020
141,spotify:track:4SJHHpKhcuXwDsCsPqshXj,Rauw Alejandro,El Efecto,100,143,11,5409801,7/23/2020
161,spotify:track:4SJHHpKhcuXwDsCsPqshXj,Rauw Alejandro,El Efecto,100,141,12,5117060,7/30/2020
161,spotify:track:4SJHHpKhcuXwDsCsPqshXj,Rauw Alejandro,El Efecto,100,141,12,5117060,7/30/2020
194,spotify:track:74j34STf8L6uADnTN69ohv,Rauw Alejandro,El Efecto Remix,158,175,9,4433384,7/9/2020
189,spotify:track:7kOf0qHO4Rcwk6QJifZDRJ,Anuel AA,El Manual,189,-1,1,4470597,7/9/2020
196,spotify:track:5EbtodsuLbxrFDH6j5avVS,Camilo,El Mismo Aire con Pablo Alboran,196,-1,1,4556759,7/16/2020
148,spotify:track:5EbtodsuLbxrFDH6j5avVS,Camilo,El Mismo Aire con Pablo Alboran,148,196,2,5279159,7/23/2020
156,spotify:track:5EbtodsuLbxrFDH6j5avVS,Camilo,El Mismo Aire con Pablo Alboran,148,148,3,5286659,7/30/2020
156,spotify:track:5EbtodsuLbxrFDH6j5avVS,Camilo,El Mismo Aire con Pablo Alboran,148,148,3,5286659,7/30/2020
77,spotify:track:50ZC4PM7hywH27RcCfViau,Rauw Alejandro,Elegi feat Dimelo Flow,54,62,15,8583437,7/16/2020
62,spotify:track:50ZC4PM7hywH27RcCfViau,Rauw Alejandro,Elegi feat Dimelo Flow,54,59,14,8496367,7/9/2020
70,spotify:track:50ZC4PM7hywH27RcCfViau,Rauw Alejandro,Elegi feat Dimelo Flow,54,77,16,8464628,7/23/2020
93,spotify:track:50ZC4PM7hywH27RcCfViau,Rauw Alejandro,Elegi feat Dimelo Flow,54,70,17,7814691,7/30/2020
93,spotify:track:50ZC4PM7hywH27RcCfViau,Rauw Alejandro,Elegi feat Dimelo Flow,54,70,17,7814691,7/30/2020
100,spotify:track:3NWrHCwvyII4fTx05PN3IO,Pop Smoke,Enjoy Yourself feat Karol G,100,-1,1,6620040,7/9/2020
33,spotify:track:08fa9LFcFBTcilB3iq2e2A,Taylor Swift,epiphany,33,-1,1,14542269,7/30/2020
33,spotify:track:08fa9LFcFBTcilB3iq2e2A,Taylor Swift,epiphany,33,-1,1,14542269,7/30/2020
102,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,82,36,7250822,7/16/2020
82,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,73,35,7447924,7/9/2020
94,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,102,37,7147478,7/23/2020
111,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,94,38,6982005,7/30/2020
111,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,94,38,6982005,7/30/2020
4,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,exile feat Bon Iver,4,-1,1,30941803,7/30/2020
4,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,exile feat Bon Iver,4,-1,1,30941803,7/30/2020
135,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,29,137,31,5735487,7/16/2020
137,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,29,116,30,5472032,7/9/2020
128,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,29,135,32,5719430,7/23/2020
135,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,29,128,33,5873549,7/30/2020
135,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,29,128,33,5873549,7/30/2020
61,spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,5,43,35,9834632,7/16/2020
43,spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,5,31,34,10513407,7/9/2020
54,spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,5,61,36,9603091,7/23/2020
68,spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,5,54,37,9333602,7/30/2020
68,spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,5,54,37,9333602,7/30/2020
90,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,29,80,15,7974936,7/16/2020
80,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,29,72,14,7579772,7/9/2020
79,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,29,90,16,8020629,7/23/2020
100,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,29,79,17,7642579,7/30/2020
100,spotify:track:0jT8Nl0shPS8115is0wD2Q,Camilo,Favorito,29,79,17,7642579,7/30/2020
36,spotify:track:0jo6Nd4iJU0UFHqS0Xd4l4,Juice WRLD,Fighting Demons,36,-1,1,12997697,7/16/2020
117,spotify:track:0jo6Nd4iJU0UFHqS0Xd4l4,Juice WRLD,Fighting Demons,36,36,2,5946573,7/23/2020
157,spotify:track:2QqJTIlGKRLJC3onkavYEz,Polo G,Flex feat Juice WRLD,79,144,9,5157447,7/16/2020
144,spotify:track:2QqJTIlGKRLJC3onkavYEz,Polo G,Flex feat Juice WRLD,79,121,8,5344898,7/9/2020
136,spotify:track:2QqJTIlGKRLJC3onkavYEz,Polo G,Flex feat Juice WRLD,79,157,10,5553515,7/23/2020
189,spotify:track:2QqJTIlGKRLJC3onkavYEz,Polo G,Flex feat Juice WRLD,79,136,11,4682687,7/30/2020
189,spotify:track:2QqJTIlGKRLJC3onkavYEz,Polo G,Flex feat Juice WRLD,79,136,11,4682687,7/30/2020
57,spotify:track:0PvFJmanyNQMseIFrU708S,Pop Smoke,For The Night feat Lil Baby and DaBaby,18,36,4,10580097,7/30/2020
42,spotify:track:0PvFJmanyNQMseIFrU708S,Pop Smoke,For The Night feat Lil Baby and DaBaby,18,18,2,12317464,7/16/2020
18,spotify:track:0PvFJmanyNQMseIFrU708S,Pop Smoke,For The Night feat Lil Baby and DaBaby,18,-1,1,15991876,7/9/2020
36,spotify:track:0PvFJmanyNQMseIFrU708S,Pop Smoke,For The Night feat Lil Baby and DaBaby,18,42,3,12415166,7/23/2020
57,spotify:track:0PvFJmanyNQMseIFrU708S,Pop Smoke,For The Night feat Lil Baby and DaBaby,18,36,4,10580097,7/30/2020
161,spotify:track:1hg3RlqFZXJb5YgRoK9qmF,Pop Smoke,Gangstas,53,53,2,5104422,7/16/2020
53,spotify:track:1hg3RlqFZXJb5YgRoK9qmF,Pop Smoke,Gangstas,53,-1,1,9183170,7/9/2020
188,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,181,57,4628057,7/16/2020
181,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,167,56,4576677,7/9/2020
182,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,188,58,4653439,7/23/2020
198,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,182,59,4586506,7/30/2020
198,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon feat Snow,95,182,59,4586506,7/30/2020
69,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,Go Crazy,66,66,8,9023354,7/16/2020
66,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,Go Crazy,66,85,7,8339523,7/9/2020
43,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,Go Crazy,43,69,9,10792302,7/23/2020
55,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,Go Crazy,43,43,10,10881813,7/30/2020
55,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,Go Crazy,43,43,10,10881813,7/30/2020
98,spotify:track:2t7D3y0jvYjR8IP9Bosyew,The Kid LAROI,GO feat Juice WRLD,60,87,5,7554742,7/16/2020
87,spotify:track:2t7D3y0jvYjR8IP9Bosyew,The Kid LAROI,GO feat Juice WRLD,60,70,4,7348438,7/9/2020
91,spotify:track:2t7D3y0jvYjR8IP9Bosyew,The Kid LAROI,GO feat Juice WRLD,60,98,6,7355035,7/23/2020
78,spotify:track:2rPHUAeUPbNgTmK18FPTiZ,The Kid LAROI,GO feat Juice WRLD,60,91,7,8507833,7/30/2020
78,spotify:track:2rPHUAeUPbNgTmK18FPTiZ,The Kid LAROI,GO feat Juice WRLD,60,91,7,8507833,7/30/2020
104,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla feat Juice WRLD,4,94,26,7052975,7/16/2020
94,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla feat Juice WRLD,4,78,25,7125822,7/9/2020
98,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla feat Juice WRLD,4,104,27,6982068,7/23/2020
121,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla feat Juice WRLD,4,98,28,6432706,7/30/2020
121,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla feat Juice WRLD,4,98,28,6432706,7/30/2020
63,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,6ix9ine,GOOBA,4,34,10,9692072,7/16/2020
34,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,6ix9ine,GOOBA,4,26,9,11260077,7/9/2020
66,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,6ix9ine,GOOBA,4,63,11,8552352,7/23/2020
86,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,6ix9ine,GOOBA,4,66,12,8090530,7/30/2020
86,spotify:track:4NhDYoQTYCdWHTvlbGVgwo,6ix9ine,GOOBA,4,66,12,8090530,7/30/2020
168,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,Post Malone,Goodbyes feat Young Thug,2,146,53,4697256,7/9/2020
194,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,Post Malone,Goodbyes feat Young Thug,2,-1,54,4527742,7/23/2020
60,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,45,153,9897529,7/16/2020
45,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,39,152,10441881,7/9/2020
53,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,60,154,9767081,7/23/2020
69,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,53,155,9319069,7/30/2020
69,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,53,155,9319069,7/30/2020
88,spotify:track:25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,Got It On Me,41,41,2,7988383,7/16/2020
41,spotify:track:25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,Got It On Me,41,-1,1,10606428,7/9/2020
88,spotify:track:25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,Got It On Me,41,88,3,7487965,7/23/2020
105,spotify:track:25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,Got It On Me,41,88,4,7413272,7/30/2020
105,spotify:track:25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,Got It On Me,41,88,4,7413272,7/30/2020
22,spotify:track:35RJhm1pEovTBwnNR0zWad,DJ Khaled,GREECE feat Drake,22,-1,1,15266857,7/23/2020
45,spotify:track:35RJhm1pEovTBwnNR0zWad,DJ Khaled,GREECE feat Drake,22,22,2,12730025,7/30/2020
45,spotify:track:35RJhm1pEovTBwnNR0zWad,DJ Khaled,GREECE feat Drake,22,22,2,12730025,7/30/2020
142,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,131,100,5532470,7/16/2020
131,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,115,99,5506737,7/9/2020
135,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,142,101,5594771,7/23/2020
